time,header,orientation,orientation_covariance,angular_velocity,angular_velocity_covariance,linear_acceleration,linear_acceleration_covariance
2024/05/28 23:19:27.937931438,"{'stamp': {'secs': 1716956367, 'nsecs': 937642995}, 'frame_id': 'RU_myo'}","{'x': 0.16345348378626318, 'y': -0.405276748446896, 'z': 0.5929613872231317, 'w': 0.676336091798201}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.125, 'y': -2.8125, 'z': -1.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7080078125, 'y': 0.6591796875, 'z': -0.064453125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:27.955882681,"{'stamp': {'secs': 1716956367, 'nsecs': 955616854}, 'frame_id': 'RU_myo'}","{'x': 0.1636989717098962, 'y': -0.4050969706333263, 'z': 0.5931493687832853, 'w': 0.6762195777680611}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.125, 'y': -2.6875, 'z': -1.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.708984375, 'y': 0.65673828125, 'z': -0.06640625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:27.975405365,"{'stamp': {'secs': 1716956367, 'nsecs': 975111383}, 'frame_id': 'RU_myo'}","{'x': 0.16394715358028633, 'y': -0.40498487118585247, 'z': 0.5933470885904555, 'w': 0.6760531172953281}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.4375, 'y': -2.6875, 'z': -1.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70654296875, 'y': 0.65673828125, 'z': -0.06298828125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:27.997904137,"{'stamp': {'secs': 1716956367, 'nsecs': 997595319}, 'frame_id': 'RU_myo'}","{'x': 0.1641866593923524, 'y': -0.40479030672493727, 'z': 0.5935744470597127, 'w': 0.6759119204873274}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.6875, 'y': -2.625, 'z': -0.9375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70751953125, 'y': 0.65576171875, 'z': -0.0634765625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.14453992,"{'stamp': {'secs': 1716956368, 'nsecs': 14143063}, 'frame_id': 'RU_myo'}","{'x': 0.16444127903873282, 'y': -0.4045719366995995, 'z': 0.5936733036119953, 'w': 0.6758939431313618}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.125, 'y': -3.0, 'z': -0.875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71044921875, 'y': 0.65380859375, 'z': -0.05908203125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.35443856,"{'stamp': {'secs': 1716956368, 'nsecs': 35130749}, 'frame_id': 'RU_myo'}","{'x': 0.16467990735243876, 'y': -0.40437523580797136, 'z': 0.5938364783661515, 'w': 0.6758102054137146}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.1875, 'y': -2.9375, 'z': -0.6875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70556640625, 'y': 0.6513671875, 'z': -0.06103515625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.57934659,"{'stamp': {'secs': 1716956368, 'nsecs': 57667518}, 'frame_id': 'RU_myo'}","{'x': 0.16492256659170762, 'y': -0.4041274290909312, 'z': 0.594014218382864, 'w': 0.6757430550469263}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.0625, 'y': -3.0, 'z': -0.5625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70458984375, 'y': 0.65185546875, 'z': -0.06201171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.74526383,"{'stamp': {'secs': 1716956368, 'nsecs': 74226603}, 'frame_id': 'RU_myo'}","{'x': 0.16510664367038358, 'y': -0.4038856418362026, 'z': 0.5942618420609443, 'w': 0.6756249311598802}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.3125, 'y': -3.125, 'z': -0.4375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7060546875, 'y': 0.654296875, 'z': -0.06884765625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.95532651,"{'stamp': {'secs': 1716956368, 'nsecs': 95203177}, 'frame_id': 'RU_myo'}","{'x': 0.16541350717688005, 'y': -0.40358454223377527, 'z': 0.5945120147242847, 'w': 0.6755096988658787}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.0, 'y': -3.0, 'z': -0.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7138671875, 'y': 0.65478515625, 'z': -0.05810546875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.118115998,"{'stamp': {'secs': 1716956368, 'nsecs': 117733133}, 'frame_id': 'RU_myo'}","{'x': 0.16559151667814626, 'y': -0.40332795510843733, 'z': 0.5947988684218708, 'w': 0.6753668013430477}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.625, 'y': -3.1875, 'z': -0.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7080078125, 'y': 0.6533203125, 'z': -0.0703125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.134593090,"{'stamp': {'secs': 1716956368, 'nsecs': 134271689}, 'frame_id': 'RU_myo'}","{'x': 0.16583291768820493, 'y': -0.40301610434126506, 'z': 0.5950942022304004, 'w': 0.6752335547974277}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.5625, 'y': -3.25, 'z': -0.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.71142578125, 'y': 0.65576171875, 'z': -0.06884765625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.155551150,"{'stamp': {'secs': 1716956368, 'nsecs': 155204221}, 'frame_id': 'RU_myo'}","{'x': 0.16608030246742772, 'y': -0.402718792973204, 'z': 0.5953499706972768, 'w': 0.6751246694568975}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.4375, 'y': -3.4375, 'z': -0.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70947265625, 'y': 0.65771484375, 'z': -0.06689453125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.179452069,"{'stamp': {'secs': 1716956368, 'nsecs': 179198803}, 'frame_id': 'RU_myo'}","{'x': 0.166324891177083, 'y': -0.4023536450052591, 'z': 0.5955957020572388, 'w': 0.6750654298783625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.6875, 'y': -3.4375, 'z': -0.4375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.705078125, 'y': 0.65966796875, 'z': -0.06396484375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.194460944,"{'stamp': {'secs': 1716956368, 'nsecs': 194214707}, 'frame_id': 'RU_myo'}","{'x': 0.1666315568963563, 'y': -0.40205203856274685, 'z': 0.5958451496052125, 'w': 0.6749493612307356}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.875, 'y': -3.4375, 'z': -0.5625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70849609375, 'y': 0.6572265625, 'z': -0.0615234375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.215549210,"{'stamp': {'secs': 1716956368, 'nsecs': 215224755}, 'frame_id': 'RU_myo'}","{'x': 0.16693620368774809, 'y': -0.40168451790459603, 'z': 0.596148410024949, 'w': 0.6748251071194672}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 1.5, 'y': -3.4375, 'z': -0.6875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7060546875, 'y': 0.66064453125, 'z': -0.06103515625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.238037197,"{'stamp': {'secs': 1716956368, 'nsecs': 237725732}, 'frame_id': 'RU_myo'}","{'x': 0.1672350958369641, 'y': -0.40136423000871385, 'z': 0.5963090826011457, 'w': 0.6747997151728011}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.3125, 'y': -3.375, 'z': -0.625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70947265625, 'y': 0.66064453125, 'z': -0.056640625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.261931081,"{'stamp': {'secs': 1716956368, 'nsecs': 261659790}, 'frame_id': 'RU_myo'}","{'x': 0.16742138139909366, 'y': -0.40106667778835015, 'z': 0.5964424859759181, 'w': 0.6748125383698066}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.0, 'y': -2.9375, 'z': -0.75}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7080078125, 'y': 0.662109375, 'z': -0.0595703125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.275497723,"{'stamp': {'secs': 1716956368, 'nsecs': 275219665}, 'frame_id': 'RU_myo'}","{'x': 0.16761245553251494, 'y': -0.4009026248862193, 'z': 0.5965318746974758, 'w': 0.6747835746219785}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.3125, 'y': -2.8125, 'z': -1.0}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70751953125, 'y': 0.65771484375, 'z': -0.060546875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.298039656,"{'stamp': {'secs': 1716956368, 'nsecs': 297689589}, 'frame_id': 'RU_myo'}","{'x': 0.16779332004972478, 'y': -0.4007751689510705, 'z': 0.5966459452477482, 'w': 0.6747134812039497}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.125, 'y': -2.625, 'z': -0.8125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.705078125, 'y': 0.6572265625, 'z': -0.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.314355188,"{'stamp': {'secs': 1716956368, 'nsecs': 314085824}, 'frame_id': 'RU_myo'}","{'x': 0.16791083025801307, 'y': -0.40052012655510055, 'z': 0.59687386735482, 'w': 0.6746340991791415}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.0625, 'y': -2.625, 'z': -0.875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.69970703125, 'y': 0.662109375, 'z': -0.0654296875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.335575337,"{'stamp': {'secs': 1716956368, 'nsecs': 335229887}, 'frame_id': 'RU_myo'}","{'x': 0.16809656086372474, 'y': -0.40034326169396167, 'z': 0.5970662884418865, 'w': 0.674522546879093}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.0, 'y': -2.875, 'z': -0.875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70703125, 'y': 0.6572265625, 'z': -0.068359375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.358650204,"{'stamp': {'secs': 1716956368, 'nsecs': 358316571}, 'frame_id': 'RU_myo'}","{'x': 0.1682781673387795, 'y': -0.4002176072689072, 'z': 0.5972440578200788, 'w': 0.6743944399442056}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.125, 'y': -2.9375, 'z': -0.875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70556640625, 'y': 0.65771484375, 'z': -0.072265625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.374497757,"{'stamp': {'secs': 1716956368, 'nsecs': 374205272}, 'frame_id': 'RU_myo'}","{'x': 0.1685231723626126, 'y': -0.40003653446742593, 'z': 0.5974302104618805, 'w': 0.6742758004671429}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.125, 'y': -3.125, 'z': -0.6875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70654296875, 'y': 0.65478515625, 'z': -0.07373046875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.395430670,"{'stamp': {'secs': 1716956368, 'nsecs': 395123692}, 'frame_id': 'RU_myo'}","{'x': 0.16882874609693826, 'y': -0.399732269771818, 'z': 0.5976146974096611, 'w': 0.674216315758055}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.4375, 'y': -3.375, 'z': -0.8125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.708984375, 'y': 0.65869140625, 'z': -0.06201171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.418085028,"{'stamp': {'secs': 1716956368, 'nsecs': 417787639}, 'frame_id': 'RU_myo'}","{'x': 0.16907165633770216, 'y': -0.3994851952094804, 'z': 0.5978544670858458, 'w': 0.6740893041854089}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.5, 'y': -3.4375, 'z': -0.75}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70703125, 'y': 0.65966796875, 'z': -0.0732421875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.434447471,"{'stamp': {'secs': 1716956368, 'nsecs': 434192277}, 'frame_id': 'RU_myo'}","{'x': 0.1693178711918654, 'y': -0.39918488738096597, 'z': 0.598044881736805, 'w': 0.6740365002061174}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.125, 'y': -3.375, 'z': -0.5625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7080078125, 'y': 0.6591796875, 'z': -0.06884765625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.455473425,"{'stamp': {'secs': 1716956368, 'nsecs': 455193789}, 'frame_id': 'RU_myo'}","{'x': 0.1695669065500813, 'y': -0.3989522322574987, 'z': 0.5982452307765828, 'w': 0.6739338427715794}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.4375, 'y': -3.1875, 'z': -0.6875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70654296875, 'y': 0.65625, 'z': -0.06201171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.477797047,"{'stamp': {'secs': 1716956368, 'nsecs': 477616645}, 'frame_id': 'RU_myo'}","{'x': 0.16986536725597803, 'y': -0.3986312301648554, 'z': 0.5984046211202331, 'w': 0.6739071217654522}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.375, 'y': -3.6875, 'z': -0.5625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7060546875, 'y': 0.65576171875, 'z': -0.0634765625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.501699873,"{'stamp': {'secs': 1716956368, 'nsecs': 501519297}, 'frame_id': 'RU_myo'}","{'x': 0.17016790378061444, 'y': -0.3982588135468111, 'z': 0.598578419073345, 'w': 0.67389663760465}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.0625, 'y': -3.625, 'z': -0.5625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70654296875, 'y': 0.66162109375, 'z': -0.06201171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.515215656,"{'stamp': {'secs': 1716956368, 'nsecs': 515076176}, 'frame_id': 'RU_myo'}","{'x': 0.1704139945455429, 'y': -0.3979581821049211, 'z': 0.5987683690873122, 'w': 0.6738433022144676}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.4375, 'y': -3.375, 'z': -0.5}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70556640625, 'y': 0.65869140625, 'z': -0.06201171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.539174151,"{'stamp': {'secs': 1716956368, 'nsecs': 538999619}, 'frame_id': 'RU_myo'}","{'x': 0.1706608373932843, 'y': -0.39765928312490956, 'z': 0.5990219807502475, 'w': 0.6737318752314277}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.6875, 'y': -3.1875, 'z': -0.8125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.708984375, 'y': 0.66357421875, 'z': -0.06298828125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.554266303,"{'stamp': {'secs': 1716956368, 'nsecs': 554038591}, 'frame_id': 'RU_myo'}","{'x': 0.1709053168785403, 'y': -0.3973548617426062, 'z': 0.5990841732724547, 'w': 0.6737942117936452}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.0625, 'y': -3.3125, 'z': -0.8125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70654296875, 'y': 0.66015625, 'z': -0.05712890625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.576937826,"{'stamp': {'secs': 1716956368, 'nsecs': 576693831}, 'frame_id': 'RU_myo'}","{'x': 0.17121191080555404, 'y': -0.39711397208589466, 'z': 0.5991501306478854, 'w': 0.6737997445213944}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.125, 'y': -3.375, 'z': -0.875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7060546875, 'y': 0.65625, 'z': -0.056640625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.598026363,"{'stamp': {'secs': 1716956368, 'nsecs': 597727588}, 'frame_id': 'RU_myo'}","{'x': 0.17145452508819034, 'y': -0.3968662592108984, 'z': 0.5993889057906833, 'w': 0.6736716245633168}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.375, 'y': -3.1875, 'z': -1.1875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70556640625, 'y': 0.6650390625, 'z': -0.06640625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.614604748,"{'stamp': {'secs': 1716956368, 'nsecs': 614209753}, 'frame_id': 'RU_myo'}","{'x': 0.17169429532827155, 'y': -0.3967340631474458, 'z': 0.5994956874206481, 'w': 0.673593403214648}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.1875, 'y': -2.8125, 'z': -1.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7080078125, 'y': 0.66552734375, 'z': -0.06689453125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.637121727,"{'stamp': {'secs': 1716956368, 'nsecs': 636715389}, 'frame_id': 'RU_myo'}","{'x': 0.17188031972868295, 'y': -0.39661872073756455, 'z': 0.5995058595082117, 'w': 0.6736048325730628}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.8125, 'y': -2.8125, 'z': -1.375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70947265625, 'y': 0.6611328125, 'z': -0.0625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.658240625,"{'stamp': {'secs': 1716956368, 'nsecs': 657803615}, 'frame_id': 'RU_myo'}","{'x': 0.17212557215893082, 'y': -0.3964991903348988, 'z': 0.5995097055833399, 'w': 0.6736091540233903}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.625, 'y': -2.6875, 'z': -1.6875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.70751953125, 'y': 0.65869140625, 'z': -0.0615234375}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.674601690,"{'stamp': {'secs': 1716956368, 'nsecs': 674187603}, 'frame_id': 'RU_myo'}","{'x': 0.17242742344350231, 'y': -0.3964304832798398, 'z': 0.5996201797907846, 'w': 0.6734740496550813}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.0625, 'y': -2.625, 'z': -1.6875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.7001953125, 'y': 0.65478515625, 'z': -0.06640625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.697075270,"{'stamp': {'secs': 1716956368, 'nsecs': 696750264}, 'frame_id': 'RU_myo'}","{'x': 0.17267342691904058, 'y': -0.3963126762054897, 'z': 0.5996876703710051, 'w': 0.6734202612929567}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.25, 'y': -2.75, 'z': -1.5}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.705078125, 'y': 0.658203125, 'z': -0.06201171875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.718216827,"{'stamp': {'secs': 1716956368, 'nsecs': 717853217}, 'frame_id': 'RU_myo'}","{'x': 0.17285388002278138, 'y': -0.39618451102679164, 'z': 0.5998005222400681, 'w': 0.6733488716141682}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.25, 'y': -2.75, 'z': -1.25}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.705078125, 'y': 0.6552734375, 'z': -0.0654296875}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.734459145,"{'stamp': {'secs': 1716956368, 'nsecs': 734119546}, 'frame_id': 'RU_myo'}","{'x': 0.17316402855471244, 'y': -0.39601276604264163, 'z': 0.5999398084822942, 'w': 0.6732461173628757}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': 0.125, 'y': -3.0, 'z': -1.3125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.708984375, 'y': 0.6572265625, 'z': -0.06689453125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024/05/28 23:19:28.757211948,"{'stamp': {'secs': 1716956368, 'nsecs': 756812066}, 'frame_id': 'RU_myo'}","{'x': 0.1734036492090296, 'y': -0.3958803480358205, 'z': 0.600046207452999, 'w': 0.6731674928287179}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.4375, 'y': -2.9375, 'z': -1.125}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'x': -0.712890625, 'y': 0.6611328125, 'z': -0.06884765625}","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
