time,data
2024/05/28 23:19:28.162857113,"[-3, -3, -2, 2, -11, 1, -8, 7]"
2024/05/28 23:19:28.178640654,"[-2, -13, 5, -4, 4, 7, 7, 2]"
2024/05/28 23:19:28.178666344,"[-5, -8, 1, 5, 7, -2, 14, 0]"
2024/05/28 23:19:28.185343219,"[-1, -1, 3, 0, 0, -5, 7, -2]"
2024/05/28 23:19:28.185356761,"[-2, -1, 4, -9, -1, -5, 8, -2]"
2024/05/28 23:19:28.193576684,"[0, 1, -6, -1, 2, 0, 10, 0]"
2024/05/28 23:19:28.193589929,"[2, 5, -5, -1, 0, 4, 4, -1]"
2024/05/28 23:19:28.208540233,"[-2, 2, 2, 3, 3, 4, 0, -2]"
2024/05/28 23:19:28.208553636,"[0, 2, 0, 19, 1, 4, -3, -8]"
2024/05/28 23:19:28.209228569,"[5, 7, -3, 5, -8, -4, -4, -4]"
2024/05/28 23:19:28.209241710,"[7, -2, 1, 8, -5, -6, -6, 0]"
2024/05/28 23:19:28.222927220,"[4, -1, 2, -6, 0, -1, -5, 2]"
2024/05/28 23:19:28.222940844,"[-2, -2, -7, -17, -2, 2, 3, -4]"
2024/05/28 23:19:28.230339781,"[-4, 2, -6, -18, 3, 4, 2, 0]"
2024/05/28 23:19:28.230354046,"[0, 3, -2, -2, 11, 2, 2, -2]"
2024/05/28 23:19:28.245395011,"[-1, 2, 6, 13, 2, 0, -1, -20]"
2024/05/28 23:19:28.245417227,"[1, -6, 0, 11, 0, 2, -8, -1]"
2024/05/28 23:19:28.260993466,"[4, -4, -4, 14, -7, -5, -2, 9]"
2024/05/28 23:19:28.261006377,"[5, 1, 6, 0, -6, 0, 4, 15]"
2024/05/28 23:19:28.268508838,"[-1, 2, 3, 2, -6, 2, 5, 1]"
2024/05/28 23:19:28.268521877,"[-8, 1, 2, 2, 1, -6, 0, -5]"
2024/05/28 23:19:28.269145205,"[-9, 4, -2, -12, 2, -1, -3, -5]"
2024/05/28 23:19:28.269158049,"[-1, -3, -5, -9, 0, -4, -1, -7]"
2024/05/28 23:19:28.282849532,"[-3, -13, -6, -10, 8, -5, 0, -4]"
2024/05/28 23:19:28.282865801,"[6, 0, 4, -8, 1, 2, -3, 4]"
2024/05/28 23:19:28.290389225,"[5, -4, -2, 1, -2, 0, -6, 4]"
2024/05/28 23:19:28.290402168,"[2, -6, -2, -8, -2, 2, -2, 1]"
2024/05/28 23:19:28.305380880,"[0, -1, -1, 0, -4, -3, 1, 4]"
2024/05/28 23:19:28.305395585,"[-4, 2, -8, 6, -3, -4, 6, 3]"
2024/05/28 23:19:28.313417639,"[-5, 1, 0, 1, 4, 4, 5, 2]"
2024/05/28 23:19:28.313430779,"[1, 4, -7, 5, -3, 4, 0, -1]"
2024/05/28 23:19:28.328581137,"[0, -5, -5, 0, -3, 4, -4, 3]"
2024/05/28 23:19:28.328602664,"[1, -7, -1, -3, 3, 0, -7, 5]"
2024/05/28 23:19:28.329275007,"[0, -2, 5, 9, 6, -1, -5, -3]"
2024/05/28 23:19:28.329288049,"[-4, -1, 7, -3, 10, -2, 1, -2]"
2024/05/28 23:19:28.342838559,"[-3, 10, 3, -2, 0, -4, 4, 4]"
2024/05/28 23:19:28.342862028,"[-2, 6, 1, 3, -8, -2, 7, -1]"
2024/05/28 23:19:28.350336544,"[-1, 0, -8, 0, -7, 1, -4, -9]"
2024/05/28 23:19:28.350359423,"[1, -5, -1, 2, -6, 2, -8, -7]"
2024/05/28 23:19:28.365371703,"[0, 3, 0, 0, -1, -2, -2, 1]"
2024/05/28 23:19:28.365389640,"[0, 1, 6, 3, -1, 0, -1, 3]"
2024/05/28 23:19:28.373494824,"[-2, -2, 3, 0, 1, -3, 2, 2]"
2024/05/28 23:19:28.373517783,"[-4, -6, -2, -4, -3, 1, -2, -2]"
2024/05/28 23:19:28.388515323,"[-1, -8, -7, -4, -4, 8, -6, -4]"
2024/05/28 23:19:28.388533908,"[5, -5, 1, 1, 0, 1, -3, -3]"
2024/05/28 23:19:28.389335720,"[5, 4, 8, 0, 0, -5, -1, -4]"
2024/05/28 23:19:28.389357047,"[0, 5, 15, 0, 4, -1, -3, 1]"
2024/05/28 23:19:28.402876870,"[0, -5, 12, 4, 7, -5, 0, 3]"
2024/05/28 23:19:28.402900419,"[-1, -1, -7, -1, 1, -1, 8, -2]"
2024/05/28 23:19:28.410457387,"[0, 0, -4, 0, -1, -1, -4, 1]"
2024/05/28 23:19:28.410480972,"[2, 3, -12, -9, -2, -4, 3, 2]"
2024/05/28 23:19:28.425406645,"[-3, 6, -15, -9, -1, 4, -1, -1]"
2024/05/28 23:19:28.425426895,"[-5, -1, -14, -1, -6, 3, -4, 2]"
2024/05/28 23:19:28.433582625,"[0, 0, 0, -4, -3, 1, 5, 2]"
2024/05/28 23:19:28.433612643,"[2, 0, -1, 5, -6, 0, 6, 1]"
2024/05/28 23:19:28.448629800,"[7, 7, 1, 13, -1, 1, 2, -1]"
2024/05/28 23:19:28.448659045,"[-4, -2, -2, 6, 1, 2, 1, -6]"
2024/05/28 23:19:28.449274171,"[-2, -5, -1, -2, 3, -2, -4, 0]"
2024/05/28 23:19:28.449288009,"[1, -5, 1, -6, 6, -4, -1, -6]"
2024/05/28 23:19:28.462625266,"[6, -4, 3, -10, 0, -4, 3, -1]"
2024/05/28 23:19:28.462642690,"[0, -4, 1, -10, 1, -1, -8, -3]"
2024/05/28 23:19:28.470084366,"[-7, 2, 0, 5, -5, -1, -1, 2]"
2024/05/28 23:19:28.470096779,"[-6, 5, 2, 6, -4, 0, -2, 7]"
2024/05/28 23:19:28.484967700,"[-4, -1, 9, 12, -1, 0, 0, 3]"
2024/05/28 23:19:28.484984110,"[-4, 2, 13, 12, 2, 3, 1, -1]"
2024/05/28 23:19:28.500774933,"[4, 2, 4, -8, -5, -2, -5, -1]"
2024/05/28 23:19:28.500794197,"[0, 1, 0, -8, -2, 2, -5, -2]"
2024/05/28 23:19:28.508286553,"[-7, -3, -11, -1, 0, -2, -3, -2]"
2024/05/28 23:19:28.508301398,"[-3, -1, -9, 1, 0, 0, 2, 3]"
2024/05/28 23:19:28.509051351,"[-1, -9, -6, 6, 3, 3, 6, 6]"
2024/05/28 23:19:28.509066012,"[0, -8, -1, 112, -2, -1, 5, -1]"
2024/05/28 23:19:28.522618346,"[0, -3, 6, 25, 0, 1, 0, -4]"
2024/05/28 23:19:28.522631955,"[-1, 7, -1, 2, 1, -9, -2, -1]"
2024/05/28 23:19:28.538269741,"[2, 4, 3, -25, 7, -1, -3, -3]"
2024/05/28 23:19:28.538291288,"[-2, -5, -1, -51, 3, 3, -2, 1]"
2024/05/28 23:19:28.545004926,"[2, -3, 0, -12, -1, 3, 2, 0]"
2024/05/28 23:19:28.545037005,"[4, 1, -6, 1, -2, 1, 1, 4]"
2024/05/28 23:19:28.553273939,"[2, -6, -9, -7, -3, 0, 7, -2]"
2024/05/28 23:19:28.553291926,"[3, -3, -2, -6, -2, 0, -2, -6]"
2024/05/28 23:19:28.567894284,"[3, 2, 2, 6, -2, -4, -7, -6]"
2024/05/28 23:19:28.567918260,"[3, 5, 1, -11, 1, -6, -4, -8]"
2024/05/28 23:19:28.576148612,"[-5, 5, -3, 8, -2, 1, -4, 0]"
2024/05/28 23:19:28.576171927,"[-6, 2, 1, -10, 4, -9, -7, 3]"
2024/05/28 23:19:28.582937116,"[-1, 1, 0, -10, -4, -5, 3, 3]"
2024/05/28 23:19:28.582961474,"[1, 5, 2, -2, -7, 2, 0, -1]"
2024/05/28 23:19:28.590283387,"[-3, -1, 10, 1, 0, 3, -1, 7]"
2024/05/28 23:19:28.590307389,"[0, -5, 9, -9, 1, 4, 0, 3]"
2024/05/28 23:19:28.605256943,"[-1, -10, 2, -2, 6, 2, 1, 3]"
2024/05/28 23:19:28.605280628,"[2, -6, 3, -1, 3, -5, 2, -2]"
2024/05/28 23:19:28.613688024,"[-3, 2, -9, 1, -3, -2, 1, -5]"
2024/05/28 23:19:28.613701632,"[-6, 4, -10, -18, -5, 0, 1, 0]"
2024/05/28 23:19:28.628045961,"[-5, 2, -5, 5, -6, -2, -3, 1]"
2024/05/28 23:19:28.628061532,"[-1, -7, 2, 2, 9, 4, -7, -1]"
2024/05/28 23:19:28.636142124,"[5, -4, 2, 2, 5, 1, -3, -5]"
2024/05/28 23:19:28.636165974,"[6, 3, -5, -4, 3, -2, 3, -9]"
2024/05/28 23:19:28.643053104,"[5, 9, 1, -9, -2, -7, 4, -7]"
2024/05/28 23:19:28.643076462,"[8, 8, -2, 0, 0, 0, 0, 2]"
2024/05/28 23:19:28.650446317,"[-1, 3, -3, -7, -3, -4, -2, 5]"
2024/05/28 23:19:28.650469575,"[-9, -2, -4, 1, -5, -1, -4, 3]"
2024/05/28 23:19:28.665388257,"[-6, -8, -8, -1, -7, 3, 4, -5]"
2024/05/28 23:19:28.665412136,"[-4, -7, 5, -5, -2, 1, -2, 4]"
2024/05/28 23:19:28.673680822,"[1, -4, 6, -6, 0, -3, -6, -1]"
2024/05/28 23:19:28.673693950,"[6, -5, 2, -6, 2, 0, 1, 2]"
2024/05/28 23:19:28.687985802,"[-3, -1, 7, 1, -3, 2, 2, 2]"
2024/05/28 23:19:28.688009493,"[-3, -8, 3, 12, 4, 3, 2, -2]"
2024/05/28 23:19:28.696064822,"[-1, -8, 3, 8, 1, 1, 0, 0]"
2024/05/28 23:19:28.696087583,"[2, 1, -5, -3, -2, 0, -2, -4]"
2024/05/28 23:19:28.702987838,"[-2, -1, -6, -8, -3, 3, -4, 2]"
2024/05/28 23:19:28.703000953,"[0, -1, -7, -7, -6, -5, 0, 0]"
2024/05/28 23:19:28.710386651,"[5, 4, 3, 4, -3, -6, 1, 4]"
2024/05/28 23:19:28.710399691,"[1, 5, -2, -3, -2, -3, -2, 0]"
2024/05/28 23:19:28.725440866,"[-3, -5, -3, -8, 2, 3, -4, 1]"
2024/05/28 23:19:28.725453831,"[-3, 0, -5, -10, 7, 6, 1, 2]"
2024/05/28 23:19:28.733605403,"[-4, -2, -7, -6, 8, 3, 4, -7]"
2024/05/28 23:19:28.733618521,"[-2, 2, 4, 0, 10, -2, 5, -2]"
2024/05/28 23:19:28.747988924,"[9, 3, 1, -2, 4, -6, -2, -3]"
2024/05/28 23:19:28.748014953,"[1, 1, -1, 1, -7, -4, 4, 1]"
2024/05/28 23:19:28.756160525,"[-2, -7, -2, -4, -9, -1, -6, 1]"
2024/05/28 23:19:28.756186833,"[1, -1, 5, -7, -8, 3, 4, 3]"
2024/05/28 23:19:28.770902898,"[-4, -14, 4, 1, 0, 0, -1, 2]"
2024/05/28 23:19:28.770928813,"[-6, -8, 3, -10, -4, -2, 0, -1]"
2024/05/28 23:19:28.771664525,"[1, -5, -4, 0, 0, -1, 3, -7]"
2024/05/28 23:19:28.771677704,"[0, -2, 0, -2, -7, 0, 0, -7]"
2024/05/28 23:19:28.785179687,"[-1, 4, 4, -2, 2, -1, -2, -3]"
2024/05/28 23:19:28.785204219,"[-3, 7, 2, 4, 2, -2, 1, -4]"
2024/05/28 23:19:28.793463528,"[-2, 2, -7, 10, 4, -2, 5, 2]"
2024/05/28 23:19:28.793486589,"[3, 6, -4, -4, 5, 5, 1, 4]"
2024/05/28 23:19:28.807913033,"[7, 11, -1, -2, -3, 0, 3, -4]"
2024/05/28 23:19:28.807937073,"[6, -1, 0, -4, -4, -5, -2, 2]"
2024/05/28 23:19:28.816160647,"[-4, 3, 0, -5, 2, -5, -5, 2]"
2024/05/28 23:19:28.816184221,"[1, 5, 3, -1, 4, -2, -3, 9]"
2024/05/28 23:19:28.831012964,"[0, -6, 0, -3, 1, 5, 1, 3]"
2024/05/28 23:19:28.831036179,"[0, -5, -6, 6, -1, 2, -1, 2]"
2024/05/28 23:19:28.831905670,"[-5, -2, -7, 8, -5, 1, -2, -2]"
2024/05/28 23:19:28.831929034,"[-9, -6, -2, 7, -5, -2, 4, 1]"
2024/05/28 23:19:28.845221050,"[-5, 3, 1, -2, -4, 1, 1, 0]"
2024/05/28 23:19:28.845244258,"[-3, 1, 7, -8, -1, 0, -3, -2]"
2024/05/28 23:19:28.853645991,"[-5, 2, 7, -14, -1, -4, -6, 2]"
2024/05/28 23:19:28.853669624,"[1, 5, 2, 0, -1, -6, -5, 1]"
2024/05/28 23:19:28.868006617,"[-2, -3, -10, 1, -1, -4, 0, -1]"
2024/05/28 23:19:28.868030705,"[0, 0, -12, 1, -1, 0, 1, 0]"
2024/05/28 23:19:28.876141414,"[7, 1, -2, 3, 5, 7, 5, -3]"
2024/05/28 23:19:28.876165018,"[3, -1, -3, -3, -2, 5, 1, -7]"
2024/05/28 23:19:28.891132263,"[-2, 5, 6, 4, 3, 1, -1, -3]"
2024/05/28 23:19:28.891155205,"[-3, -2, 13, 0, -4, -1, -4, 1]"
2024/05/28 23:19:28.891953146,"[-10, -3, -1, 8, -3, -3, 3, -5]"
2024/05/28 23:19:28.891966038,"[-1, -5, 1, 0, 2, -5, 2, -5]"
2024/05/28 23:19:28.905452631,"[6, -5, -4, -13, 8, 0, -2, -1]"
2024/05/28 23:19:28.905475524,"[1, -3, -3, -2, 4, 5, -2, 4]"
2024/05/28 23:19:28.913500790,"[6, -4, 4, 5, 1, 0, -3, 0]"
2024/05/28 23:19:28.913523182,"[-2, -3, -2, 4, 2, -5, -5, -2]"
2024/05/28 23:19:28.927931630,"[1, 2, -2, 10, -5, -5, 1, 1]"
2024/05/28 23:19:28.927953985,"[1, 8, -2, -1, -3, -3, 3, 0]"
2024/05/28 23:19:28.936192560,"[-6, 7, -5, -2, -2, 2, 6, -1]"
2024/05/28 23:19:28.936215632,"[-1, 4, -1, -2, 2, 7, 3, -5]"
2024/05/28 23:19:28.951048693,"[-4, -2, 3, -8, 1, 3, 1, 2]"
2024/05/28 23:19:28.951069948,"[2, 2, -3, -9, -4, 2, -2, 0]"
2024/05/28 23:19:28.951956791,"[-3, -2, -3, -13, -3, 1, 5, 2]"
2024/05/28 23:19:28.951969763,"[-6, -7, -1, -8, -4, -7, 1, 3]"
2024/05/28 23:19:28.965513043,"[0, -3, 5, 4, 4, -5, -4, 1]"
2024/05/28 23:19:28.965536317,"[-1, -10, -3, 10, 0, -3, -4, -4]"
2024/05/28 23:19:28.973578121,"[5, -8, -1, 10, -2, -2, -3, -4]"
2024/05/28 23:19:28.973601432,"[-4, -5, 2, 4, -4, 1, -1, 2]"
2024/05/28 23:19:28.988071667,"[0, 0, 0, 1, 2, 1, 5, 5]"
2024/05/28 23:19:28.988091407,"[1, 3, 1, -8, 5, 0, -4, 1]"
2024/05/28 23:19:28.996175244,"[3, 5, -1, -3, -4, 2, -8, 2]"
2024/05/28 23:19:28.996196802,"[2, 2, -3, 6, -7, 2, 1, -6]"
2024/05/28 23:19:29.11052446,"[-1, 3, -8, 1, -6, 0, 1, 0]"
2024/05/28 23:19:29.11075219,"[-3, 4, -2, 5, -3, -7, 0, -1]"
2024/05/28 23:19:29.11774642,"[-3, -3, 0, 4, 7, -2, -1, 3]"
2024/05/28 23:19:29.11800935,"[4, 2, -8, -2, 5, -1, 0, 0]"
2024/05/28 23:19:29.25317846,"[-1, 5, 2, -5, 0, 1, 1, -6]"
2024/05/28 23:19:29.25341803,"[-4, 3, 3, -10, 3, 5, 1, -4]"
2024/05/28 23:19:29.34430010,"[-3, 1, -1, -8, -1, -1, -2, -4]"
2024/05/28 23:19:29.34450522,"[-6, -8, 1, 2, 2, 0, 0, -3]"
2024/05/28 23:19:29.47859245,"[-4, -9, -3, 7, 1, -6, -1, 0]"
2024/05/28 23:19:29.47872851,"[4, -10, 1, 6, 0, -2, -1, 5]"
2024/05/28 23:19:29.56759572,"[1, -3, 10, -3, -3, -4, 3, 5]"
2024/05/28 23:19:29.56773699,"[-2, 4, 2, 11, -2, -2, 0, 5]"
2024/05/28 23:19:29.70458062,"[-7, 2, -6, 5, -6, -1, 0, 0]"
2024/05/28 23:19:29.70478038,"[-2, 3, -5, -2, 3, 2, 1, -4]"
2024/05/28 23:19:29.79414813,"[0, -2, -3, -7, 2, 3, -4, -3]"
2024/05/28 23:19:29.79428041,"[5, -7, -2, -15, 3, 7, -5, 1]"
2024/05/28 23:19:29.85432105,"[3, 0, 9, -1, -4, 9, -3, 2]"
2024/05/28 23:19:29.85444991,"[0, 1, -1, 10, -3, 3, 3, 1]"
2024/05/28 23:19:29.94397919,"[4, -7, 0, 2, -2, 0, -5, -2]"
2024/05/28 23:19:29.94411278,"[0, 1, 1, -4, -3, -4, -5, 1]"
2024/05/28 23:19:29.107961555,"[-6, 2, 0, -4, -1, 0, -5, -3]"
2024/05/28 23:19:29.107974750,"[-2, 4, 4, -6, -2, -4, 3, -4]"
2024/05/28 23:19:29.116898425,"[0, 3, -1, 0, -4, -1, 3, 0]"
2024/05/28 23:19:29.116911385,"[-1, -6, -8, -3, -4, 0, 4, -1]"
2024/05/28 23:19:29.130470708,"[-2, 1, -5, -2, 6, -1, 4, 1]"
2024/05/28 23:19:29.130484826,"[-4, 1, -6, -2, 6, 1, 1, -3]"
2024/05/28 23:19:29.139475703,"[2, 4, -1, 2, 2, -3, 1, 0]"
2024/05/28 23:19:29.139489105,"[3, 0, 1, 2, -1, -2, 0, -4]"
2024/05/28 23:19:29.145442440,"[7, -1, -1, -2, -2, 2, -2, -3]"
2024/05/28 23:19:29.145455792,"[-1, -4, 4, 6, -3, 1, 0, 1]"
2024/05/28 23:19:29.154494119,"[-8, -8, -2, 6, -4, 3, -1, 4]"
2024/05/28 23:19:29.154507181,"[-2, 2, 0, 5, 0, 0, -2, -3]"
2024/05/28 23:19:29.167925293,"[1, 0, -2, 1, -3, 1, -3, -1]"
2024/05/28 23:19:29.167938360,"[4, 2, -4, 0, 0, -4, 0, 2]"
2024/05/28 23:19:29.176788559,"[6, 5, -9, 7, 3, -2, -2, -3]"
2024/05/28 23:19:29.176802431,"[-4, -3, 6, 7, 5, 1, 1, 3]"
2024/05/28 23:19:29.190460293,"[-3, -4, 11, 91, 2, -1, 6, 2]"
2024/05/28 23:19:29.190473711,"[0, -9, 11, 118, 0, -4, -5, -2]"
2024/05/28 23:19:29.199279920,"[-4, -3, 0, 41, 3, -2, -3, -1]"
2024/05/28 23:19:29.199293040,"[-4, -3, -12, -9, -2, -3, -2, 1]"
2024/05/28 23:19:29.205490545,"[2, -1, -8, -51, -5, -9, -1, 4]"
2024/05/28 23:19:29.205503742,"[0, 2, -6, -50, 1, -4, 1, 3]"
2024/05/28 23:19:29.214385391,"[4, 0, 4, -22, -1, 1, 0, 4]"
2024/05/28 23:19:29.214398469,"[-1, -3, 1, -12, 2, 4, -1, -2]"
2024/05/28 23:19:29.227975529,"[-6, -26, 5, -30, -5, 1, 1, -1]"
2024/05/28 23:19:29.227989148,"[-4, -6, 3, -30, -4, -2, 4, -5]"
2024/05/28 23:19:29.236939900,"[3, 5, -1, -13, 1, -4, 2, -5]"
2024/05/28 23:19:29.236952936,"[3, 15, 1, 34, 6, 0, 2, -1]"
2024/05/28 23:19:29.250515715,"[-1, 12, -2, 45, 4, -2, 2, 0]"
2024/05/28 23:19:29.250528837,"[-3, 1, -2, -23, -1, -1, -2, -3]"
2024/05/28 23:19:29.259541339,"[2, 1, 5, 67, -2, 3, -3, -3]"
2024/05/28 23:19:29.259554468,"[9, 0, -3, 24, -3, -2, -2, -4]"
2024/05/28 23:19:29.265354234,"[5, 2, -9, 41, 1, 0, 1, 2]"
2024/05/28 23:19:29.265369320,"[2, -10, -11, 16, -11, 3, 7, 0]"
2024/05/28 23:19:29.274380337,"[-4, -2, -6, -67, -4, -1, -1, 2]"
2024/05/28 23:19:29.274393404,"[-8, 1, 5, -61, 2, 3, -4, 1]"
2024/05/28 23:19:29.287910532,"[-3, 6, -1, -53, 5, 5, -8, -3]"
2024/05/28 23:19:29.287925441,"[0, 12, 0, -34, 4, 3, -8, 0]"
2024/05/28 23:19:29.296954670,"[-3, -1, 2, -16, 0, 0, 3, -7]"
2024/05/28 23:19:29.296967574,"[-3, -1, 10, -18, -2, -5, -1, -3]"
2024/05/28 23:19:29.310396316,"[0, -4, 1, -56, 1, -5, 1, -3]"
2024/05/28 23:19:29.310409213,"[0, 0, -1, -15, -3, -2, 3, 1]"
2024/05/28 23:19:29.319462104,"[0, -7, -4, -12, 4, 1, 0, 1]"
2024/05/28 23:19:29.319475155,"[-2, -9, -5, 3, -13, 3, -5, 3]"
2024/05/28 23:19:29.325249413,"[-1, -8, -4, -2, -3, -1, -3, 7]"
2024/05/28 23:19:29.325262421,"[1, 2, -1, 1, -1, -4, -1, 2]"
2024/05/28 23:19:29.334383849,"[5, 6, -1, -7, -1, -10, 1, 2]"
2024/05/28 23:19:29.334396758,"[0, 5, 0, -7, 4, -7, 3, 2]"
2024/05/28 23:19:29.347845224,"[-2, -4, 4, 4, -9, -2, -3, -1]"
2024/05/28 23:19:29.347860644,"[-5, -8, 4, -4, -1, -2, -1, -1]"
2024/05/28 23:19:29.356870734,"[-3, 0, 2, 4, 3, 2, 3, 0]"
2024/05/28 23:19:29.356883653,"[-3, 1, -8, 2, 8, 0, 2, -2]"
2024/05/28 23:19:29.370478517,"[4, 3, -7, -8, 8, 4, -3, -3]"
2024/05/28 23:19:29.370491754,"[3, 0, -4, 0, 6, 5, -3, 1]"
2024/05/28 23:19:29.379496151,"[7, 4, 4, -6, -2, 7, 2, 2]"
2024/05/28 23:19:29.379509694,"[2, -9, 3, -34, -2, 3, 5, 1]"
2024/05/28 23:19:29.385386904,"[-9, 6, 0, -35, -1, -3, 6, -4]"
2024/05/28 23:19:29.385410162,"[-7, 4, -1, -21, -1, -4, 0, -2]"
2024/05/28 23:19:29.394501633,"[-10, -5, -10, 5, -6, -3, -3, 1]"
2024/05/28 23:19:29.394525395,"[3, -6, 7, 58, -1, -3, -4, 2]"
2024/05/28 23:19:29.407945673,"[3, -5, 8, 23, -3, -1, -6, -4]"
2024/05/28 23:19:29.407967812,"[-3, 3, -1, 10, -3, 0, -3, -7]"
2024/05/28 23:19:29.416880538,"[-6, 3, -2, -2, 2, -3, 2, -4]"
2024/05/28 23:19:29.416894707,"[1, 2, -5, -2, -8, -3, 3, 2]"
2024/05/28 23:19:29.430349868,"[-1, 4, -1, 1, 4, -3, 2, 7]"
2024/05/28 23:19:29.430363599,"[4, -2, -2, 2, 3, 3, 0, 2]"
2024/05/28 23:19:29.439383809,"[6, -3, 1, -7, -2, -2, 1, 0]"
2024/05/28 23:19:29.439397303,"[2, 3, -5, -6, -6, -4, 0, -2]"
2024/05/28 23:19:29.445353224,"[6, 0, -1, 0, -7, -4, 2, -1]"
2024/05/28 23:19:29.445366425,"[0, -3, 3, -5, -3, -3, 2, -4]"
2024/05/28 23:19:29.454467146,"[-5, -15, -2, -2, 1, -5, -3, 10]"
2024/05/28 23:19:29.454480836,"[-2, -15, 1, -8, 10, 0, -5, 12]"
2024/05/28 23:19:29.467941187,"[-1, -14, 1, 0, 2, 6, -5, 10]"
2024/05/28 23:19:29.467956304,"[-1, 4, 3, -2, -2, 6, -4, 3]"
2024/05/28 23:19:29.476939901,"[-3, 12, 2, -6, -4, 2, -3, -7]"
2024/05/28 23:19:29.476953961,"[-4, 12, -3, -3, -2, 1, -3, -9]"
2024/05/28 23:19:29.490566052,"[0, 7, 0, -6, 3, -1, 0, -6]"
2024/05/28 23:19:29.490585417,"[1, -9, -1, -5, 3, -6, -8, -7]"
2024/05/28 23:19:29.499461618,"[-1, -2, 5, -4, 0, -3, 2, -2]"
2024/05/28 23:19:29.499474766,"[-1, 7, -3, 0, -3, -2, 2, 0]"
2024/05/28 23:19:29.505392257,"[0, 6, -3, -3, -4, 1, 5, -7]"
2024/05/28 23:19:29.505405892,"[0, 0, 0, -1, -7, 3, 6, -5]"
2024/05/28 23:19:29.514499163,"[2, -1, 0, -2, -5, -1, 2, -3]"
2024/05/28 23:19:29.514512300,"[0, -5, -3, -5, 0, -10, -2, -2]"
2024/05/28 23:19:29.528034361,"[-4, 0, 3, -6, 1, -6, 0, 1]"
2024/05/28 23:19:29.528047564,"[-2, -1, 1, -8, 1, -7, 4, 2]"
2024/05/28 23:19:29.536996637,"[0, 1, 2, -1, 2, 2, -2, -3]"
2024/05/28 23:19:29.537010058,"[2, 0, 3, -2, 2, 5, 0, -2]"
2024/05/28 23:19:29.551107091,"[-6, 0, -8, -3, 5, 4, -7, -2]"
2024/05/28 23:19:29.551122120,"[2, 0, -10, 4, 2, -3, -5, 2]"
2024/05/28 23:19:29.557929323,"[2, 0, -7, 8, 1, 0, -2, 1]"
2024/05/28 23:19:29.557942520,"[1, 2, -7, 15, -5, 2, 5, -3]"
2024/05/28 23:19:29.565435842,"[-6, -3, -4, 10, 0, 3, 5, 0]"
2024/05/28 23:19:29.565450587,"[-5, 2, 6, 9, 1, -2, 1, 0]"
2024/05/28 23:19:29.574367840,"[-1, -6, 5, 4, 3, -2, 0, 0]"
2024/05/28 23:19:29.574381053,"[-4, -4, 7, 0, 2, 1, -5, -1]"
2024/05/28 23:19:29.587907366,"[4, 1, -3, 6, -1, -1, -4, 3]"
2024/05/28 23:19:29.587923564,"[3, -2, -14, 7, 1, 4, 3, 2]"
2024/05/28 23:19:29.597042452,"[2, 6, -7, 9, -3, 3, 3, -2]"
2024/05/28 23:19:29.597055570,"[-1, -4, 2, 4, -1, 2, 0, -1]"
2024/05/28 23:19:29.611252394,"[-5, -4, 4, 3, -1, -4, -6, 0]"
2024/05/28 23:19:29.611265608,"[-4, -4, 3, 3, 0, -3, -5, 2]"
2024/05/28 23:19:29.617989636,"[0, -2, 0, 0, -3, -2, -5, -3]"
2024/05/28 23:19:29.618003699,"[1, 0, 1, 2, -1, 0, -1, -2]"
2024/05/28 23:19:29.625396027,"[6, 4, -2, 3, -3, 0, -1, -2]"
2024/05/28 23:19:29.625409039,"[3, 3, 0, 8, -2, 5, -3, -6]"
2024/05/28 23:19:29.634403051,"[3, -4, 0, 1, 0, -2, -2, -1]"
2024/05/28 23:19:29.634416581,"[0, 0, 0, 33, -1, 2, 0, 1]"
2024/05/28 23:19:29.648030984,"[2, -2, 4, 13, 1, -2, 1, -4]"
2024/05/28 23:19:29.648044743,"[-3, -1, 1, 3, 1, -1, 1, 0]"
2024/05/28 23:19:29.656956061,"[-6, -6, -2, -11, 4, 4, 3, -2]"
2024/05/28 23:19:29.656974496,"[-3, -5, -2, -15, 0, -2, 2, -4]"
2024/05/28 23:19:29.671080666,"[-1, 1, 1, -7, -6, -9, 0, 1]"
2024/05/28 23:19:29.671093868,"[-1, 0, 2, -4, -3, -5, 1, -2]"
2024/05/28 23:19:29.677870608,"[-5, 0, -3, 5, -7, -6, 2, 2]"
2024/05/28 23:19:29.677883695,"[0, 3, -5, -3, 2, -4, 4, 4]"
2024/05/28 23:19:29.694315497,"[0, 2, -6, -5, 2, 2, 2, 3]"
2024/05/28 23:19:29.694329157,"[3, -1, -1, -4, -2, 2, -2, 1]"
2024/05/28 23:19:29.695813396,"[4, 7, -1, 2, 0, 7, -2, -1]"
2024/05/28 23:19:29.695826869,"[3, -1, 1, -1, -3, 2, 1, -3]"
2024/05/28 23:19:29.707879174,"[-1, -1, 1, -2, 6, 2, -1, -2]"
2024/05/28 23:19:29.707892160,"[-2, 2, 0, -2, 7, -4, -3, -1]"
2024/05/28 23:19:29.716818626,"[-4, -2, 4, 5, -2, -1, -3, 2]"
2024/05/28 23:19:29.716831800,"[-4, -5, -4, -5, -6, 3, -2, 1]"
2024/05/28 23:19:29.731011218,"[1, -7, -5, 3, -5, 4, -1, 3]"
2024/05/28 23:19:29.731024126,"[-2, -8, -8, 8, -5, 2, 5, 1]"
2024/05/28 23:19:29.737797048,"[2, -3, -3, 1, 2, -4, 1, 0]"
